id,img_name,shape,center,radius,color,thickness,filled,box_corner,box_length,box_width
12310,img12310.png,circle,"(142, 152)",89,"(0.24705882352941178, 0.9215686274509803, 0.47843137254901963)",2,False,"(52, 62)",180,180
12311,img12311.png,circle,"(204, 397)",92,"(0.2627450980392157, 0.6313725490196078, 0.047058823529411764)",2,False,"(111, 304)",186,186
12312,img12312.png,circle,"(225, 389)",26,"(0.4117647058823529, 0.38823529411764707, 0.22745098039215686)",1,False,"(199, 363)",53,53
12313,img12313.png,circle,"(227, 275)",112,"(0.027450980392156862, 0.47058823529411764, 0.403921568627451)",9,False,"(111, 159)",233,233
12314,img12314.png,circle,"(94, 249)",86,"(0.5647058823529412, 0.26666666666666666, 0.9254901960784314)",7,False,"(5, 160)",179,179
12315,img12315.png,circle,"(77, 131)",9,"(0.08235294117647059, 0.9098039215686274, 0.30196078431372547)",8,False,"(64, 118)",26,26
12316,img12316.png,circle,"(131, 376)",94,"(0.4823529411764706, 0.8784313725490196, 0.41568627450980394)",9,False,"(33, 278)",197,197
12317,img12317.png,circle,"(192, 150)",78,"(0.12549019607843137, 0.38823529411764707, 0.0)",9,False,"(110, 68)",165,165
12318,img12318.png,circle,"(337, 223)",17,"(0.4666666666666667, 0.30196078431372547, 0.08627450980392157)",2,False,"(319, 205)",36,36
12319,img12319.png,circle,"(365, 367)",62,"(0.6352941176470588, 0.9607843137254902, 0.9607843137254902)",3,False,"(302, 304)",127,127
12320,img12320.png,circle,"(292, 263)",74,"(0.18823529411764706, 0.803921568627451, 0.27058823529411763)",10,False,"(213, 184)",158,158
12321,img12321.png,circle,"(77, 261)",55,"(0.4823529411764706, 0.8901960784313725, 0.9764705882352941)",4,False,"(20, 204)",114,114
12322,img12322.png,circle,"(220, 232)",103,"(0.10980392156862745, 0.8509803921568627, 0.2901960784313726)",8,False,"(113, 125)",214,214
12323,img12323.png,circle,"(226, 389)",119,"(0.7686274509803922, 0.8549019607843137, 0.8941176470588236)",4,False,"(105, 268)",242,242
12324,img12324.png,circle,"(360, 383)",60,"(0.6235294117647059, 0.4823529411764706, 0.8117647058823529)",-1,True,"(301, 324)",119,119
12325,img12325.png,circle,"(278, 242)",120,"(0.7725490196078432, 0.37254901960784315, 0.19215686274509805)",10,False,"(153, 117)",250,250
12326,img12326.png,circle,"(411, 247)",89,"(0.9450980392156862, 0.5647058823529412, 0.1411764705882353)",4,False,"(320, 156)",182,182
12327,img12327.png,circle,"(454, 350)",36,"(0.7098039215686275, 0.5176470588235295, 0.8941176470588236)",2,False,"(417, 313)",74,74
12328,img12328.png,circle,"(89, 373)",19,"(0.2196078431372549, 0.10588235294117647, 0.19607843137254902)",6,False,"(67, 351)",44,44
12329,img12329.png,circle,"(505, 273)",2,"(1.0, 0.3764705882352941, 0.6823529411764706)",10,False,"(498, 266)",14,14
12330,img12330.png,circle,"(271, 151)",97,"(0.49411764705882355, 0.39215686274509803, 0.7607843137254902)",7,False,"(171, 51)",201,201
12331,img12331.png,circle,"(306, 152)",99,"(0.7098039215686275, 0.3764705882352941, 0.15294117647058825)",6,False,"(204, 50)",204,204
12332,img12332.png,circle,"(81, 414)",81,"(0.4627450980392157, 0.9490196078431372, 0.9333333333333333)",6,False,"(-3, 330)",168,168
12333,img12333.png,circle,"(316, 59)",51,"(0.12941176470588237, 0.8352941176470589, 0.28627450980392155)",0,False,"(265, 8)",102,102
12334,img12334.png,circle,"(116, 343)",62,"(0.6352941176470588, 0.9882352941176471, 0.9098039215686274)",6,False,"(51, 278)",130,130
12335,img12335.png,circle,"(261, 478)",14,"(0.8431372549019608, 0.48627450980392156, 0.0392156862745098)",1,False,"(247, 464)",29,29
12336,img12336.png,circle,"(111, 223)",67,"(0.20392156862745098, 0.1568627450980392, 0.9372549019607843)",10,False,"(39, 151)",144,144
12337,img12337.png,circle,"(99, 324)",80,"(0.8627450980392157, 0.9215686274509803, 0.7803921568627451)",8,False,"(15, 240)",168,168
12338,img12338.png,circle,"(264, 383)",28,"(0.984313725490196, 0.47058823529411764, 0.807843137254902)",1,False,"(236, 355)",57,57
12339,img12339.png,circle,"(176, 287)",107,"(0.34509803921568627, 0.9372549019607843, 0.23137254901960785)",3,False,"(68, 179)",217,217
12340,img12340.png,circle,"(354, 178)",97,"(0.047058823529411764, 0.5019607843137255, 0.06274509803921569)",4,False,"(255, 79)",198,198
12341,img12341.png,circle,"(262, 223)",9,"(0.1568627450980392, 0.054901960784313725, 0.4235294117647059)",3,False,"(252, 213)",21,21
12342,img12342.png,circle,"(89, 138)",85,"(0.6509803921568628, 0.07058823529411765, 0.17254901960784313)",5,False,"(2, 51)",175,175
12343,img12343.png,circle,"(446, 170)",45,"(0.6274509803921569, 0.8823529411764706, 0.38823529411764707)",7,False,"(398, 122)",97,97
12344,img12344.png,circle,"(370, 246)",105,"(0.5372549019607843, 0.7333333333333333, 0.9411764705882353)",4,False,"(263, 139)",214,214
12345,img12345.png,circle,"(250, 49)",36,"(0.592156862745098, 0.36470588235294116, 0.3607843137254902)",3,False,"(213, 12)",75,75
12346,img12346.png,circle,"(376, 176)",126,"(0.788235294117647, 0.5843137254901961, 0.6745098039215687)",3,False,"(249, 49)",255,255
12347,img12347.png,circle,"(340, 115)",96,"(0.4196078431372549, 0.49411764705882355, 0.17647058823529413)",7,False,"(241, 16)",199,199
12348,img12348.png,circle,"(235, 174)",17,"(0.5803921568627451, 0.7372549019607844, 0.49411764705882355)",-1,True,"(219, 158)",33,33
12349,img12349.png,circle,"(309, 415)",87,"(0.35294117647058826, 0.11372549019607843, 0.050980392156862744)",5,False,"(220, 326)",179,179
12350,img12350.png,circle,"(254, 216)",21,"(0.6549019607843137, 0.27450980392156865, 0.45098039215686275)",3,False,"(232, 194)",45,45
12351,img12351.png,circle,"(362, 154)",100,"(0.5372549019607843, 0.03529411764705882, 0.11764705882352941)",10,False,"(257, 49)",210,210
12352,img12352.png,circle,"(369, 191)",104,"(0.30980392156862746, 0.615686274509804, 0.34509803921568627)",5,False,"(263, 85)",213,213
12353,img12353.png,circle,"(221, 262)",81,"(0.7647058823529411, 0.7725490196078432, 0.3568627450980392)",3,False,"(139, 180)",165,165
12354,img12354.png,circle,"(63, 169)",40,"(0.8862745098039215, 0.5058823529411764, 0.21176470588235294)",4,False,"(21, 127)",84,84
12355,img12355.png,circle,"(197, 364)",102,"(0.6, 0.6196078431372549, 0.27450980392156865)",-1,True,"(96, 263)",203,203
12356,img12356.png,circle,"(142, 253)",21,"(0.9254901960784314, 0.8549019607843137, 0.6588235294117647)",3,False,"(120, 231)",45,45
12357,img12357.png,circle,"(207, 60)",24,"(0.8313725490196079, 0.4745098039215686, 0.03137254901960784)",2,False,"(182, 35)",50,50
12358,img12358.png,circle,"(230, 152)",71,"(0.5254901960784314, 0.13333333333333333, 0.5725490196078431)",8,False,"(155, 77)",150,150
12359,img12359.png,circle,"(236, 286)",122,"(0.3686274509803922, 0.23137254901960785, 0.8509803921568627)",3,False,"(113, 163)",247,247
12360,img12360.png,circle,"(312, 242)",21,"(0.023529411764705882, 0.8784313725490196, 0.5764705882352941)",0,False,"(291, 221)",42,42
12361,img12361.png,circle,"(186, 255)",110,"(0.49019607843137253, 0.8627450980392157, 0.596078431372549)",4,False,"(74, 143)",224,224
12362,img12362.png,circle,"(322, 198)",25,"(0.6470588235294118, 0.9529411764705882, 0.19607843137254902)",10,False,"(292, 168)",60,60
12363,img12363.png,circle,"(80, 2)",1,"(0.023529411764705882, 0.09411764705882353, 0.8823529411764706)",2,False,"(78, 0)",4,4
12364,img12364.png,circle,"(255, 428)",24,"(0.37254901960784315, 0.9803921568627451, 0.011764705882352941)",7,False,"(228, 401)",55,55
12365,img12365.png,circle,"(348, 183)",48,"(0.5058823529411764, 0.37254901960784315, 0.15294117647058825)",-1,True,"(301, 136)",95,95
12366,img12366.png,circle,"(437, 459)",25,"(0.6941176470588235, 0.7803921568627451, 0.2627450980392157)",6,False,"(409, 431)",56,56
12367,img12367.png,circle,"(192, 207)",17,"(0.5058823529411764, 0.00392156862745098, 0.9686274509803922)",9,False,"(171, 186)",43,43
12368,img12368.png,circle,"(399, 143)",96,"(0.7176470588235294, 0.11764705882352941, 0.28627450980392155)",3,False,"(302, 46)",195,195
12369,img12369.png,circle,"(178, 335)",127,"(0.403921568627451, 0.18823529411764706, 0.9529411764705882)",2,False,"(50, 207)",256,256
12370,img12370.png,circle,"(62, 257)",53,"(0.8705882352941177, 0.08235294117647059, 0.7764705882352941)",8,False,"(5, 200)",114,114
12371,img12371.png,circle,"(275, 275)",17,"(0.8901960784313725, 0.7647058823529411, 0.6352941176470588)",1,False,"(258, 258)",35,35
12372,img12372.png,circle,"(217, 385)",63,"(0.10588235294117647, 0.6078431372549019, 0.3568627450980392)",10,False,"(149, 317)",136,136
12373,img12373.png,circle,"(353, 358)",126,"(0.18823529411764706, 0.3568627450980392, 0.8823529411764706)",-1,True,"(228, 233)",251,251
12374,img12374.png,circle,"(222, 377)",32,"(0.3058823529411765, 0.8352941176470589, 0.7098039215686275)",5,False,"(188, 343)",69,69
12375,img12375.png,circle,"(381, 142)",68,"(0.2627450980392157, 0.42745098039215684, 0.4666666666666667)",10,False,"(308, 69)",146,146
12376,img12376.png,circle,"(274, 198)",7,"(0.8352941176470589, 0.4745098039215686, 0.5411764705882353)",2,False,"(266, 190)",16,16
12377,img12377.png,circle,"(301, 177)",95,"(0.30980392156862746, 0.27450980392156865, 0.9058823529411765)",1,False,"(206, 82)",191,191
12378,img12378.png,circle,"(455, 314)",49,"(0.011764705882352941, 0.25098039215686274, 0.6)",3,False,"(405, 264)",101,101
12379,img12379.png,circle,"(205, 384)",92,"(0.9372549019607843, 0.9333333333333333, 0.43529411764705883)",4,False,"(111, 290)",188,188
12380,img12380.png,circle,"(220, 158)",120,"(0.6666666666666666, 0.6, 0.803921568627451)",2,False,"(99, 37)",242,242
12381,img12381.png,circle,"(301, 374)",107,"(0.35294117647058826, 0.2627450980392157, 0.7176470588235294)",0,False,"(194, 267)",214,214
12382,img12382.png,circle,"(306, 219)",32,"(0.19215686274509805, 0.9568627450980393, 0.06666666666666667)",-1,True,"(275, 188)",63,63
12383,img12383.png,circle,"(224, 311)",52,"(0.6941176470588235, 0.3803921568627451, 0.19215686274509805)",6,False,"(169, 256)",110,110
12384,img12384.png,circle,"(207, 186)",17,"(0.8627450980392157, 0.058823529411764705, 0.615686274509804)",8,False,"(186, 165)",42,42
12385,img12385.png,circle,"(99, 283)",55,"(0.6901960784313725, 0.3411764705882353, 0.9647058823529412)",1,False,"(44, 228)",111,111
12386,img12386.png,circle,"(300, 342)",107,"(0.13333333333333333, 0.4, 0.4117647058823529)",-1,True,"(194, 236)",213,213
12387,img12387.png,circle,"(158, 177)",117,"(0.7372549019607844, 0.9098039215686274, 0.48627450980392156)",5,False,"(39, 58)",239,239
12388,img12388.png,circle,"(442, 371)",59,"(0.34901960784313724, 0.6627450980392157, 0.10588235294117647)",10,False,"(378, 307)",128,128
12389,img12389.png,circle,"(214, 194)",102,"(0.25098039215686274, 0.9176470588235294, 0.7490196078431373)",8,False,"(108, 88)",212,212
12390,img12390.png,circle,"(153, 145)",96,"(0.43137254901960786, 0.7607843137254902, 0.8235294117647058)",4,False,"(55, 47)",196,196
12391,img12391.png,circle,"(166, 360)",117,"(0.6470588235294118, 0.21176470588235294, 0.3333333333333333)",0,False,"(49, 243)",234,234
12392,img12392.png,circle,"(196, 474)",36,"(0.6901960784313725, 0.5803921568627451, 0.10196078431372549)",6,False,"(157, 435)",78,78
12393,img12393.png,circle,"(169, 208)",72,"(0.13725490196078433, 0.8470588235294118, 0.8392156862745098)",-1,True,"(98, 137)",143,143
12394,img12394.png,circle,"(266, 248)",93,"(0.40784313725490196, 0.25098039215686274, 0.6078431372549019)",5,False,"(171, 153)",191,191
12395,img12395.png,circle,"(360, 186)",25,"(0.20392156862745098, 0.043137254901960784, 0.13725490196078433)",9,False,"(331, 157)",59,59
12396,img12396.png,circle,"(369, 159)",108,"(0.01568627450980392, 0.4823529411764706, 0.09411764705882353)",3,False,"(260, 50)",219,219
12397,img12397.png,circle,"(76, 338)",38,"(0.9294117647058824, 0.7607843137254902, 0.8784313725490196)",0,False,"(38, 300)",76,76
12398,img12398.png,circle,"(187, 127)",79,"(0.47058823529411764, 0.5098039215686274, 0.5764705882352941)",8,False,"(104, 44)",166,166
12399,img12399.png,circle,"(460, 475)",1,"(0.7411764705882353, 0.30980392156862746, 0.6235294117647059)",0,False,"(459, 474)",2,2
12400,img12400.png,circle,"(140, 72)",53,"(0.7843137254901961, 0.6941176470588235, 0.13333333333333333)",6,False,"(84, 16)",112,112
12401,img12401.png,circle,"(235, 136)",117,"(0.6784313725490196, 0.34509803921568627, 0.35294117647058826)",1,False,"(118, 19)",235,235
12402,img12402.png,circle,"(210, 229)",107,"(0.0784313725490196, 0.4666666666666667, 0.8705882352941177)",2,False,"(102, 121)",216,216
12403,img12403.png,circle,"(289, 305)",6,"(0.4196078431372549, 0.14901960784313725, 0.6980392156862745)",10,False,"(278, 294)",22,22
12404,img12404.png,circle,"(116, 302)",14,"(0.3176470588235294, 0.9490196078431372, 0.3607843137254902)",0,False,"(102, 288)",28,28
12405,img12405.png,circle,"(301, 262)",83,"(0.26666666666666666, 0.5843137254901961, 0.9137254901960784)",1,False,"(218, 179)",167,167
12406,img12406.png,circle,"(231, 47)",20,"(0.2823529411764706, 0.054901960784313725, 0.7254901960784313)",9,False,"(207, 23)",49,49
12407,img12407.png,circle,"(384, 249)",114,"(0.5843137254901961, 0.2784313725490196, 0.6784313725490196)",6,False,"(267, 132)",234,234
12408,img12408.png,circle,"(260, 302)",72,"(0.1607843137254902, 0.5411764705882353, 0.2)",10,False,"(183, 225)",154,154
12409,img12409.png,circle,"(187, 329)",24,"(0.30980392156862746, 0.48627450980392156, 0.2980392156862745)",8,False,"(159, 301)",56,56
12410,img12410.png,circle,"(53, 330)",44,"(0.00784313725490196, 0.8901960784313725, 0.47058823529411764)",3,False,"(8, 285)",91,91
12411,img12411.png,circle,"(310, 245)",117,"(0.12941176470588237, 0.403921568627451, 0.9725490196078431)",4,False,"(191, 126)",238,238
12412,img12412.png,circle,"(238, 342)",111,"(0.8156862745098039, 0.5764705882352941, 0.9215686274509803)",8,False,"(123, 227)",230,230
12413,img12413.png,circle,"(367, 430)",4,"(0.6588235294117647, 0.25882352941176473, 0.8156862745098039)",2,False,"(362, 425)",10,10
12414,img12414.png,circle,"(417, 432)",58,"(0.25882352941176473, 0.6078431372549019, 0.5411764705882353)",10,False,"(354, 369)",126,126
12415,img12415.png,circle,"(343, 176)",67,"(0.7686274509803922, 0.9372549019607843, 0.27450980392156865)",5,False,"(274, 107)",139,139
12416,img12416.png,circle,"(260, 222)",80,"(0.592156862745098, 0.403921568627451, 0.08627450980392157)",4,False,"(178, 140)",164,164
12417,img12417.png,circle,"(389, 296)",123,"(0.21568627450980393, 0.12941176470588237, 0.1411764705882353)",6,False,"(263, 170)",252,252
12418,img12418.png,circle,"(324, 255)",45,"(0.9490196078431372, 0.3137254901960784, 0.1843137254901961)",8,False,"(275, 206)",98,98
12419,img12419.png,circle,"(226, 308)",104,"(0.5294117647058824, 0.47843137254901963, 0.6980392156862745)",5,False,"(120, 202)",213,213
12420,img12420.png,circle,"(301, 268)",49,"(0.9490196078431372, 0.807843137254902, 0.1411764705882353)",7,False,"(249, 216)",105,105
12421,img12421.png,circle,"(412, 330)",26,"(0.5490196078431373, 0.2823529411764706, 0.3215686274509804)",7,False,"(383, 301)",59,59
12422,img12422.png,circle,"(301, 253)",127,"(0.0196078431372549, 0.6862745098039216, 0.807843137254902)",9,False,"(170, 122)",263,263
12423,img12423.png,circle,"(277, 129)",77,"(0.4823529411764706, 0.9803921568627451, 0.8901960784313725)",4,False,"(198, 50)",158,158
12424,img12424.png,circle,"(410, 112)",6,"(0.0, 0.6588235294117647, 0.16470588235294117)",9,False,"(400, 102)",21,21
12425,img12425.png,circle,"(389, 250)",59,"(0.36470588235294116, 0.5176470588235295, 0.4117647058823529)",10,False,"(325, 186)",128,128
12426,img12426.png,circle,"(326, 135)",39,"(0.25882352941176473, 0.6352941176470588, 0.7607843137254902)",0,False,"(287, 96)",78,78
12427,img12427.png,circle,"(415, 144)",36,"(0.050980392156862744, 0.5607843137254902, 0.30980392156862746)",3,False,"(378, 107)",75,75
12428,img12428.png,circle,"(327, 199)",61,"(0.5254901960784314, 0.6313725490196078, 0.07450980392156863)",0,False,"(266, 138)",122,122
12429,img12429.png,circle,"(344, 409)",96,"(0.06274509803921569, 0.9019607843137255, 0.5372549019607843)",10,False,"(243, 308)",202,202
12430,img12430.png,circle,"(144, 39)",29,"(0.3254901960784314, 0.996078431372549, 0.7843137254901961)",4,False,"(113, 8)",62,62
12431,img12431.png,circle,"(162, 417)",23,"(0.7019607843137254, 0.30980392156862746, 0.8431372549019608)",4,False,"(137, 392)",50,50
12432,img12432.png,circle,"(495, 448)",12,"(0.5294117647058824, 0.7490196078431373, 0.9882352941176471)",6,False,"(480, 433)",30,30
12433,img12433.png,circle,"(467, 437)",2,"(0.8745098039215686, 0.403921568627451, 0.11764705882352941)",1,False,"(465, 435)",5,5
12434,img12434.png,circle,"(215, 383)",25,"(0.37254901960784315, 0.1803921568627451, 0.43137254901960786)",7,False,"(187, 355)",57,57
12435,img12435.png,circle,"(211, 306)",90,"(0.8274509803921568, 0.8862745098039215, 0.7137254901960784)",7,False,"(118, 213)",187,187
12436,img12436.png,circle,"(462, 433)",50,"(0.4588235294117647, 0.11764705882352941, 0.8117647058823529)",2,False,"(411, 382)",102,102
12437,img12437.png,circle,"(133, 402)",100,"(0.11372549019607843, 0.8431372549019608, 0.3568627450980392)",8,False,"(29, 298)",208,208
12438,img12438.png,circle,"(443, 432)",65,"(0.03137254901960784, 0.4823529411764706, 0.07450980392156863)",6,False,"(375, 364)",136,136
12439,img12439.png,circle,"(185, 308)",19,"(1.0, 0.34901960784313724, 0.9215686274509803)",10,False,"(161, 284)",48,48
12440,img12440.png,circle,"(224, 437)",68,"(0.6, 0.5176470588235295, 0.4627450980392157)",10,False,"(151, 364)",146,146
12441,img12441.png,circle,"(281, 332)",47,"(0.4549019607843137, 0.6274509803921569, 0.06666666666666667)",-1,True,"(235, 286)",93,93
12442,img12442.png,circle,"(248, 251)",113,"(0.4823529411764706, 0.6823529411764706, 0.4392156862745098)",-1,True,"(136, 139)",225,225
12443,img12443.png,circle,"(222, 332)",40,"(0.5843137254901961, 0.19607843137254902, 0.5411764705882353)",1,False,"(182, 292)",81,81
12444,img12444.png,circle,"(51, 423)",11,"(0.9764705882352941, 0.5529411764705883, 0.7529411764705882)",0,False,"(40, 412)",22,22
12445,img12445.png,circle,"(123, 50)",39,"(0.3411764705882353, 0.7843137254901961, 0.7019607843137254)",4,False,"(82, 9)",82,82
12446,img12446.png,circle,"(172, 62)",59,"(0.24313725490196078, 0.4627450980392157, 0.20784313725490197)",0,False,"(113, 3)",118,118
12447,img12447.png,circle,"(295, 85)",64,"(0.9254901960784314, 0.8235294117647058, 0.5725490196078431)",7,False,"(228, 18)",135,135
12448,img12448.png,circle,"(231, 262)",9,"(0.11372549019607843, 0.9137254901960784, 0.4745098039215686)",10,False,"(217, 248)",28,28
12449,img12449.png,circle,"(229, 412)",97,"(0.7568627450980392, 0.7176470588235294, 0.615686274509804)",5,False,"(130, 313)",199,199
12450,img12450.png,circle,"(484, 477)",3,"(0.07450980392156863, 0.18823529411764706, 0.12549019607843137)",10,False,"(476, 469)",16,16
12451,img12451.png,circle,"(105, 284)",93,"(0.9803921568627451, 0.7803921568627451, 0.45098039215686275)",4,False,"(10, 189)",190,190
12452,img12452.png,circle,"(317, 173)",24,"(0.4117647058823529, 0.7333333333333333, 0.2627450980392157)",-1,True,"(294, 150)",47,47
12453,img12453.png,circle,"(333, 187)",123,"(0.7529411764705882, 0.5294117647058824, 0.8156862745098039)",6,False,"(207, 61)",252,252
12454,img12454.png,circle,"(88, 348)",41,"(0.8941176470588236, 0.5568627450980392, 0.12156862745098039)",-1,True,"(48, 308)",81,81
12455,img12455.png,circle,"(370, 333)",92,"(0.6470588235294118, 0.9725490196078431, 0.7411764705882353)",2,False,"(277, 240)",186,186
12456,img12456.png,circle,"(216, 277)",36,"(0.9254901960784314, 0.12941176470588237, 0.07450980392156863)",3,False,"(179, 240)",75,75
12457,img12457.png,circle,"(372, 377)",102,"(0.396078431372549, 0.807843137254902, 0.4627450980392157)",-1,True,"(271, 276)",203,203
12458,img12458.png,circle,"(123, 147)",83,"(0.30980392156862746, 0.7725490196078432, 0.9254901960784314)",0,False,"(40, 64)",166,166
12459,img12459.png,circle,"(398, 370)",69,"(0.050980392156862744, 0.611764705882353, 0.7294117647058823)",-1,True,"(330, 302)",137,137
12460,img12460.png,circle,"(247, 136)",94,"(0.8352941176470589, 0.26666666666666666, 0.07058823529411765)",3,False,"(152, 41)",191,191
12461,img12461.png,circle,"(189, 336)",76,"(0.7019607843137254, 0.37254901960784315, 0.9803921568627451)",6,False,"(110, 257)",158,158
12462,img12462.png,circle,"(256, 128)",27,"(0.3803921568627451, 0.3333333333333333, 0.5294117647058824)",2,False,"(228, 100)",56,56
12463,img12463.png,circle,"(433, 275)",52,"(0.2784313725490196, 0.6313725490196078, 0.12549019607843137)",4,False,"(379, 221)",108,108
12464,img12464.png,circle,"(161, 247)",100,"(0.44313725490196076, 0.7725490196078432, 0.3333333333333333)",10,False,"(56, 142)",210,210
12465,img12465.png,circle,"(197, 18)",5,"(0.39215686274509803, 0.8392156862745098, 0.09411764705882353)",7,False,"(189, 10)",17,17
12466,img12466.png,circle,"(248, 193)",34,"(0.9411764705882353, 0.7764705882352941, 0.09019607843137255)",7,False,"(211, 156)",75,75
12467,img12467.png,circle,"(177, 290)",24,"(0.6235294117647059, 0.8235294117647058, 0.592156862745098)",9,False,"(149, 262)",57,57
12468,img12468.png,circle,"(42, 67)",4,"(0.33725490196078434, 0.07450980392156863, 0.0)",-1,True,"(39, 64)",7,7
12469,img12469.png,circle,"(250, 269)",106,"(0.8980392156862745, 0.9411764705882353, 0.8470588235294118)",9,False,"(140, 159)",221,221
12470,img12470.png,circle,"(445, 351)",25,"(0.26666666666666666, 0.7725490196078432, 0.16862745098039217)",3,False,"(419, 325)",53,53
12471,img12471.png,circle,"(85, 225)",31,"(0.8823529411764706, 0.09803921568627451, 0.6431372549019608)",5,False,"(52, 192)",67,67
12472,img12472.png,circle,"(315, 153)",90,"(0.9882352941176471, 0.8549019607843137, 0.48627450980392156)",10,False,"(220, 58)",190,190
12473,img12473.png,circle,"(69, 463)",29,"(0.44313725490196076, 0.2549019607843137, 0.8627450980392157)",7,False,"(37, 431)",65,65
12474,img12474.png,circle,"(372, 262)",117,"(0.7686274509803922, 0.34509803921568627, 0.49411764705882355)",9,False,"(251, 141)",243,243
12475,img12475.png,circle,"(257, 183)",90,"(0.22745098039215686, 0.2784313725490196, 0.24705882352941178)",10,False,"(162, 88)",190,190
12476,img12476.png,circle,"(156, 323)",7,"(0.6392156862745098, 0.28627450980392155, 0.6627450980392157)",8,False,"(145, 312)",22,22
12477,img12477.png,circle,"(288, 443)",66,"(0.5137254901960784, 0.611764705882353, 0.7490196078431373)",7,False,"(219, 374)",139,139
12478,img12478.png,circle,"(26, 294)",7,"(0.6313725490196078, 0.7529411764705882, 0.7254901960784313)",8,False,"(15, 283)",22,22
12479,img12479.png,circle,"(221, 376)",0,"(0.023529411764705882, 0.9019607843137255, 0.5058823529411764)",2,False,"(220, 375)",2,2
12480,img12480.png,circle,"(118, 356)",17,"(0.3137254901960784, 0.615686274509804, 0.8352941176470589)",1,False,"(101, 339)",35,35
12481,img12481.png,circle,"(187, 322)",26,"(0.2549019607843137, 0.49411764705882355, 0.615686274509804)",6,False,"(158, 293)",58,58
12482,img12482.png,circle,"(342, 323)",122,"(0.8549019607843137, 0.596078431372549, 0.2627450980392157)",7,False,"(217, 198)",251,251
12483,img12483.png,circle,"(118, 272)",81,"(0.20392156862745098, 0.027450980392156862, 0.8392156862745098)",7,False,"(34, 188)",169,169
12484,img12484.png,circle,"(106, 433)",74,"(0.6196078431372549, 0.8509803921568627, 0.1607843137254902)",2,False,"(31, 358)",150,150
12485,img12485.png,circle,"(446, 440)",31,"(0.7372549019607844, 0.6274509803921569, 0.7529411764705882)",-1,True,"(416, 410)",61,61
12486,img12486.png,circle,"(346, 417)",55,"(0.7411764705882353, 0.9098039215686274, 0.7686274509803922)",4,False,"(289, 360)",114,114
12487,img12487.png,circle,"(174, 142)",127,"(0.29411764705882354, 0.5647058823529412, 0.0392156862745098)",3,False,"(46, 14)",257,257
12488,img12488.png,circle,"(225, 226)",89,"(0.7647058823529411, 0.09019607843137255, 0.7686274509803922)",-1,True,"(137, 138)",177,177
12489,img12489.png,circle,"(339, 283)",127,"(0.3764705882352941, 0.3215686274509804, 0.3843137254901961)",-1,True,"(213, 157)",253,253
12490,img12490.png,circle,"(231, 415)",17,"(0.4196078431372549, 0.5882352941176471, 0.5137254901960784)",0,False,"(214, 398)",34,34
12491,img12491.png,circle,"(316, 374)",84,"(0.8235294117647058, 0.34509803921568627, 0.6313725490196078)",9,False,"(228, 286)",177,177
12492,img12492.png,circle,"(464, 380)",31,"(0.6588235294117647, 0.0784313725490196, 0.8431372549019608)",-1,True,"(434, 350)",61,61
12493,img12493.png,circle,"(100, 97)",3,"(0.611764705882353, 0.3843137254901961, 0.7098039215686275)",3,False,"(96, 93)",9,9
12494,img12494.png,circle,"(210, 390)",117,"(0.054901960784313725, 0.4627450980392157, 0.5529411764705883)",-1,True,"(94, 274)",233,233
12495,img12495.png,circle,"(507, 36)",1,"(0.8470588235294118, 0.3686274509803922, 0.34901960784313724)",0,False,"(506, 35)",2,2
12496,img12496.png,circle,"(234, 200)",34,"(0.01568627450980392, 0.8196078431372549, 0.6392156862745098)",1,False,"(200, 166)",69,69
12497,img12497.png,circle,"(433, 131)",1,"(0.6313725490196078, 0.09019607843137255, 0.29411764705882354)",5,False,"(430, 128)",7,7
12498,img12498.png,circle,"(396, 461)",9,"(0.12941176470588237, 0.996078431372549, 0.7764705882352941)",3,False,"(386, 451)",21,21
12499,img12499.png,circle,"(155, 432)",70,"(0.8588235294117647, 0.03137254901960784, 0.19215686274509805)",6,False,"(82, 359)",146,146
12500,img12500.png,circle,"(73, 136)",36,"(0.0, 0.3686274509803922, 0.5843137254901961)",8,False,"(33, 96)",80,80
12501,img12501.png,circle,"(54, 307)",20,"(0.9372549019607843, 0.30196078431372547, 0.8705882352941177)",4,False,"(32, 285)",44,44
12502,img12502.png,circle,"(133, 198)",104,"(0.2627450980392157, 0.7686274509803922, 0.8705882352941177)",7,False,"(26, 91)",215,215
12503,img12503.png,circle,"(113, 449)",36,"(0.29411764705882354, 0.3568627450980392, 0.054901960784313725)",5,False,"(75, 411)",77,77
12504,img12504.png,circle,"(210, 405)",86,"(0.6549019607843137, 0.16862745098039217, 0.00392156862745098)",3,False,"(123, 318)",175,175
12505,img12505.png,circle,"(258, 461)",48,"(0.9176470588235294, 0.8588235294117647, 0.06666666666666667)",5,False,"(208, 411)",101,101
12506,img12506.png,circle,"(224, 179)",78,"(0.8745098039215686, 0.6352941176470588, 0.9882352941176471)",3,False,"(145, 100)",159,159
12507,img12507.png,circle,"(77, 195)",62,"(1.0, 0.49411764705882355, 0.27058823529411763)",5,False,"(13, 131)",129,129
12508,img12508.png,circle,"(193, 223)",122,"(0.7568627450980392, 0.22745098039215686, 0.26666666666666666)",10,False,"(66, 96)",254,254
12509,img12509.png,circle,"(164, 396)",29,"(0.1411764705882353, 0.07450980392156863, 0.17647058823529413)",8,False,"(131, 363)",66,66
